Target Style, Filename, Line Number, Original Sentence, Modified Sentence, Feature replaced, Feature attributed
DailyDialog,R3\guide_I24_conversation_J.txt,2,No they are not accessible. the tunnels are the basements of the downtown buildings many of the connections of the Building not longer exist. They were created to heat the buildings downtown. The Chinese Connection come in that during the second world war Asian Americans hid in them to escape persecution.,unfortunately those aren't accessible. the tunnels are now the basements of the downtown buildings many of the connections not longer exist. they were created to heat the buildings downtown. the chinese connection come in that during the second world war asian americans hid in them to escape persecution.,the tunnels are the basements,the tunnels are now the basements
DailyDialog,R3\guide_I24_conversation_J.txt,3,you are welcome and yeah I would like to see them Too!,you're welcome and certainly i'd like to see them too!,yeah i,"certainly, i"
DailyDialog,R3\guide_I24_conversation_J.txt,2,No they are not accessible. the tunnels are the basements of the downtown buildings many of the connections of the Building not longer exist. They were created to heat the buildings downtown. The Chinese Connection come in that during the second world war Asian Americans hid in them to escape persecution.,unfortunately those aren't accessible. the tunnels are now the basements of the downtown buildings many of the connections not longer exist. they were created to heat the buildings downtown. the chinese connection come in that during the second world war asian americans hid in them to escape persecution.,no they aren't,"unfortunately, they aren't"
DailyDialog,R3\guide_I24_conversation_J.txt,1,Hello..,hello. how can i help you today?,hello..,hello. how can i help you today?
DailyDialog,R3\guide_I24_conversation_J.txt,2,No they are not accessible. the tunnels are the basements of the downtown buildings many of the connections of the Building not longer exist. They were created to heat the buildings downtown. The Chinese Connection come in that during the second world war Asian Americans hid in them to escape persecution.,unfortunately those aren't accessible. the tunnels are now the basements of the downtown buildings many of the connections not longer exist. they were created to heat the buildings downtown. the chinese connection come in that during the second world war asian americans hid in them to escape persecution.,they aren't accessible,those aren't accessible
DailyDialog,R3\guide_I25_conversation_E.txt,3,You are basically in the middle of it. On either side of the tracks is the Downtown Historic District and Southside Historic District.,basically you're in the middle of it. on either side of the tracks is the downtown and the southside historic districts.,you are ,you're 
DailyDialog,R3\guide_I25_conversation_E.txt,5,Yes. There are self-guided walking tours inside the visitor's center that gives history of buildings and a public art map as well.,yes. we have self-guided walking tours inside the visitor center that gives you history of buildings and we have a public art map as well.,public ,
DailyDialog,R3\guide_I25_conversation_E.txt,4,The neighborhoods of Townsite and La Plaza Vieja are the original neighborhoods to the slight west.,townsite and la plaza vieja are the original neighborhoods you'll find to the west.,slight west,west
DailyDialog,R3\guide_I25_conversation_E.txt,4,The neighborhoods of Townsite and La Plaza Vieja are the original neighborhoods to the slight west.,townsite and la plaza vieja are the original neighborhoods you'll find to the west.,the neighborhoods of ,
DailyDialog,R3\guide_I25_conversation_E.txt,3,You are basically in the middle of it. On either side of the tracks is the Downtown Historic District and Southside Historic District.,basically you're in the middle of it. on either side of the tracks is the downtown and the southside historic districts.,downtown historic district and southside historic district,downtown and the southside historic districts
DailyDialog,R3\guide_I25_conversation_E.txt,5,Yes. There are self-guided walking tours inside the visitor's center that gives history of buildings and a public art map as well.,yes. we have self-guided walking tours inside the visitor center that gives you history of buildings and we have a public art map as well.,that gives,that gives you
DailyDialog,R3\guide_I25_conversation_E.txt,4,The neighborhoods of Townsite and La Plaza Vieja are the original neighborhoods to the slight west.,townsite and la plaza vieja are the original neighborhoods you'll find to the west.,to the west,you'll find to the west
DailyDialog,R3\guide_I25_conversation_E.txt,2,How can I help?,how can i help you?,help?,help you?
DailyDialog,R3\guide_I25_conversation_E.txt,5,Yes. There are self-guided walking tours inside the visitor's center that gives history of buildings and a public art map as well.,yes. we have self-guided walking tours inside the visitor center that gives you history of buildings and we have a public art map as well.,there are self-guided,we have self-guided
DailyDialog,R3\guide_I25_conversation_E.txt,5,Yes. There are self-guided walking tours inside the visitor's center that gives history of buildings and a public art map as well.,yes. we have self-guided walking tours inside the visitor center that gives you history of buildings and we have a public art map as well.,and a art,and we have a public art
DailyDialog,R3\guide_I25_conversation_E.txt,3,You are basically in the middle of it. On either side of the tracks is the Downtown Historic District and Southside Historic District.,basically you're in the middle of it. on either side of the tracks is the downtown and the southside historic districts.,you're basically,"basically, you're"
DailyDialog,R3\guide_I25_conversation_E.txt,5,Yes. There are self-guided walking tours inside the visitor's center that gives history of buildings and a public art map as well.,yes. we have self-guided walking tours inside the visitor center that gives you history of buildings and we have a public art map as well.,visitor's center,visitor center
DailyDialog,R3\guide_I25_conversation_J.txt,4,you are welcome,you're welcome,you are ,you're 
DailyDialog,R3\guide_I25_conversation_J.txt,2,For Sandwiches I would recommend Aspen Deli Mix on the Square The Eat And Run or Cafe Daily Fare,for sandwiches i'd suggest aspen deli mix on the square the eat and run or cafe daily fare,i would,i'd
DailyDialog,R3\guide_I25_conversation_J.txt,3,They are locally owned and Are local favorites,those are locally owned and our local favorites,are local favorites,our local favorites
DailyDialog,R3\guide_I25_conversation_J.txt,2,For Sandwiches I would recommend Aspen Deli Mix on the Square The Eat And Run or Cafe Daily Fare,for sandwiches i'd suggest aspen deli mix on the square the eat and run or cafe daily fare,recommend a,suggest a
